Algorithm;Hyperparameter (C);Values
G/Gre; 2.15443e-05; 0.057326, 0.0607388, 0.047993, 0.0408852, 0.0519091, 0.0494721, 0.0470802, 0.0612989, 0.0409139, 0.0458792, 0.0526723, 0.0457567, 0.0491458, 0.0507972, 0.0525697, 0.0641888, 0.0408847, 0.0418467, 0.0687342, 0.0484173, 0.0501842, 0.0447951, 0.0534107, 0.047039, 0.0408847, 0.0420352, 0.0408847, 0.0439859, 0.0491594, 0.0658178, 0.0408847, 0.0970267, 0.047055, 0.0462134, 0.0421661, 0.0462649, 0.0475313, 0.0407771, 0.0408847, 0.0408774, 0.0851706, 0.0495691, 0.0478076, 0.0605031, 0.0462947, 0.0448241, 0.0455967, 0.0350345, 0.0335287, 0.047993, 0.0785265, 0.0583432, 0.0408847, 0.0431211, 0.0471959, 0.0459932, 0.113793, 0.0474193, 0.0458195, 0.0408852, 0.06801, 0.0408852, 0.08159, 0.0408852, 0.0629301, 0.0406666, 0.0408847, 0.0547089, 0.0508353, 0.0473411, 0.0475554, 0.0461591, 0.0443522, 0.0409134, 0.0466005, 0.0478545, 0.0465215, 0.0408852, 0.0491889, 0.0407777, 0.0448424, 0.0613574, 0.0604519, 0.0742748, 0.0409071, 0.0413987, 0.0459806, 0.0601962, 0.0408852, 0.0531107, 0.0408774, 0.0406659, 0.042312, 0.0469825, 0.0455834, 0.043919, 0.0473679, 0.0412934, 0.0505105, 0.0408007, 
G/Sqrt; 2.15443e-05; 0.0408852, 0.0413987, 0.0605031, 0.047993, 0.0471959, 0.0525697, 0.0507972, 0.0494721, 0.0687342, 0.0641888, 0.0470802, 0.0408852, 0.0491458, 0.0448241, 0.06801, 0.0407777, 0.0613574, 0.047055, 0.0658178, 0.0531107, 0.0408852, 0.0408852, 0.0408847, 0.047039, 0.0484173, 0.0491594, 0.0455967, 0.0851706, 0.0408774, 0.0473679, 0.0447951, 0.0418467, 0.0335287, 0.0501842, 0.0408847, 0.0462649, 0.0508353, 0.0420352, 0.0473411, 0.0409071, 0.0462947, 0.0526723, 0.0475313, 0.0469825, 0.0408852, 0.0607388, 0.08159, 0.0408007, 0.0408847, 0.0408847, 0.0459932, 0.0466005, 0.0458195, 0.043919, 0.0604519, 0.0350345, 0.0742748, 0.0408847, 0.0785265, 0.0421661, 0.0458792, 0.0478545, 0.0407771, 0.042312, 0.0443522, 0.0406666, 0.0478076, 0.0461591, 0.0431211, 0.047993, 0.0465215, 0.0406659, 0.113793, 0.0409139, 0.057326, 0.0970267, 0.0408847, 0.0601962, 0.0408847, 0.0612989, 0.0412934, 0.0629301, 0.0462134, 0.0519091, 0.0459806, 0.0408852, 0.0491889, 0.0475554, 0.0583432, 0.0448424, 0.0495691, 0.0474193, 0.0409134, 0.0455834, 0.0457567, 0.0534107, 0.0505105, 0.0408774, 0.0547089, 0.0439859, 
G/UCT; 4.64159e-05; 0.0508525, 0.0607266, 0.050958, 0.0566367, 0.0470341, 0.0478792, 0.0793495, 0.0574899, 0.0502014, 0.0466275, 0.0509572, 0.0486536, 0.046692, 0.051764, 0.301048, 0.0412331, 0.0474734, 0.046476, 0.0405565, 0.0525495, 0.0403377, 0.0589688, 0.06015, 0.0406666, 0.0453523, 0.0489701, 0.0918877, 0.0477412, 0.0568244, 0.0533683, 0.108339, 0.0488829, 0.0500245, 0.0462337, 0.0406659, 0.0601726, 0.0466966, 0.0462927, 0.0466508, 0.0572536, 0.0914135, 0.0468125, 0.0406659, 0.0406666, 0.0512319, 0.0458984, 0.0473555, 0.0408422, 0.0473393, 0.0466752, 0.0406502, 0.0461554, 0.078236, 0.0458491, 0.0504048, 0.032637, 0.0456215, 0.0534551, 0.0467322, 0.0461977, 0.0465264, 0.0466523, 0.0408852, 0.0462944, 0.0497809, 0.049153, 0.0463551, 0.04153, 0.0494943, 0.046794, 0.0462386, 0.047106, 0.0408852, 0.0574452, 0.0458874, 0.0408852, 0.0411428, 0.0511424, 0.0408847, 0.0408852, 0.0534107, 0.0465704, 0.0408852, 0.0466212, 0.0475445, 0.0458677, 0.0471961, 0.0494403, 0.0423452, 0.0464218, 0.0458767, 0.0467923, 0.0410366, 0.0468763, 0.0462725, 0.0408852, 0.0463748, 0.0409071, 0.0409139, 0.0327482, 
G/Tun; 4.64159e-05; 0.0461918, 0.0475554, 0.0486594, 0.0467213, 0.0644964, 0.0466259, 0.0455175, 0.0472638, 0.0326741, 0.0413578, 0.0507405, 0.0569865, 0.0460502, 0.0478071, 0.0406549, 0.0471018, 0.0784014, 0.0466998, 0.0859849, 0.0449238, 0.0448151, 0.0523085, 0.0404318, 0.0507252, 0.0371678, 0.0939491, 0.0458919, 0.0464631, 0.0507705, 0.0541823, 0.0408852, 0.0387114, 0.0459669, 0.046716, 0.0408847, 0.0408345, 0.0408852, 0.0375883, 0.0462953, 0.0453579, 0.0409139, 0.0424608, 0.0541546, 0.0462873, 0.0534107, 0.0408847, 0.0408847, 0.0471317, 0.0609967, 0.0408774, 0.301048, 0.0457441, 0.0326404, 0.0503566, 0.0469058, 0.0473605, 0.0534683, 0.0497193, 0.0450747, 0.0570099, 0.0447888, 0.0408852, 0.0407089, 0.0477874, 0.0465434, 0.0403377, 0.0408026, 0.0425414, 0.0419387, 0.0462343, 0.0576062, 0.046334, 0.0734544, 0.0459987, 0.0497084, 0.0408852, 0.047152, 0.0402677, 0.0564839, 0.0405657, 0.0535139, 0.0441334, 0.0448013, 0.0440296, 0.0473671, 0.0432216, 0.0467826, 0.0466631, 0.0480918, 0.0406994, 0.0476394, 0.0496623, 0.0408852, 0.287095, 0.0466168, 0.0567885, 0.0467251, 0.0472459, 0.0509444, 0.046949, 
G/SP; 4.64159e-05; 0.0240803, 0.0232817, 0.016508, 0.0164928, 0.0164536, 0.0163278, 0.016264, 0.0164288, 0.0164346, 0.0211955, 0.0162454, 0.0163282, 0.0209804, 0.0130857, 0.0263539, 0.0244394, 0.0232803, 0.017174, 0.00825953, 0.0268756, 0.0241183, 0.0236911, 0.0218306, 0.0242455, 0.0162874, 0.0163973, 0.0163947, 0.0162026, 0.0242043, 0.0163508, 0.0163487, 0.0161803, 0.0233923, 0.0165119, 0.023022, 0.0362665, 0.0161713, 0.0243919, 0.0241311, 0.0244615, 0.0150893, 0.0164532, 0.0165086, 0.0225367, 0.0163859, 0.0163188, 0.0237452, 0.0245452, 0.0316244, 0.0352121, 0.016444, 0.0220074, 0.0243449, 0.0245673, 0.0297241, 0.016431, 0.0256504, 0.0240035, 0.0165136, 0.0303488, 0.0220126, 0.0242091, 0.0162857, 0.0240799, 0.0237623, 0.0164228, 0.0199546, 0.0164212, 0.0212964, 0.0161527, 0.0161437, 0.0164726, 0.0199568, 0.0163798, 0.0164508, 0.0242604, 0.0164675, 0.0159244, 0.0243825, 0.0223262, 0.0235738, 0.0242096, 0.0233211, 0.022259, 0.0301583, 0.00895136, 0.0164045, 0.0239868, 0.0301149, 0.0165222, 0.0157006, 0.0162572, 0.0240182, 0.0224478, 0.0182001, 0.0204996, 0.0163078, 0.0165064, 0.0164926, 0.0243615, 
G/Dep; 4.64159e-05; 0.048163, 0.0474978, 0.047641, 0.0485843, 0.0461422, 0.0498107, 0.0653739, 0.047985, 0.0534107, 0.048163, 0.292189, 0.0573984, 0.251768, 0.0472761, 0.0482461, 0.075352, 0.0475186, 0.0454644, 0.046552, 0.0454584, 0.0676297, 0.0770804, 0.0407096, 0.0625247, 0.0468039, 0.0406774, 0.0406666, 0.0406148, 0.0406987, 0.0464818, 0.0405512, 0.0876633, 0.0457969, 0.0497797, 0.06449, 0.0479283, 0.0425752, 0.0412613, 0.0452433, 0.046483, 0.0463899, 0.0458849, 0.0458985, 0.0411897, 0.0638599, 0.0498811, 0.0441809, 0.0432542, 0.0536454, 0.0775391, 0.0535139, 0.0848997, 0.046425, 0.0406659, 0.0406659, 0.0451133, 0.0464005, 0.0454259, 0.0465286, 0.0407096, 0.0462328, 0.0597499, 0.0408847, 0.0467024, 0.0468139, 0.0408852, 0.0408852, 0.0461992, 0.0466221, 0.0470554, 0.0408847, 0.0523185, 0.0645454, 0.047371, 0.0408852, 0.0491698, 0.0424446, 0.0408852, 0.0408852, 0.0456672, 0.0467119, 0.0454047, 0.0467105, 0.0409948, 0.0461039, 0.0408852, 0.0475953, 0.0464258, 0.0433935, 0.0408852, 0.0409316, 0.0408852, 0.0408852, 0.0428012, 0.0408852, 0.0415027, 0.0408847, 0.046579, 0.0409066, 0.0409139, 
G/Gre; 4.64159e-05; 0.0566367, 0.051764, 0.0508525, 0.0607266, 0.046692, 0.301048, 0.0462337, 0.046476, 0.050958, 0.0574899, 0.0478792, 0.0466275, 0.0509572, 0.0458491, 0.0406659, 0.0533683, 0.0572536, 0.0470341, 0.0914135, 0.0453523, 0.0477412, 0.0466523, 0.0403377, 0.0411428, 0.0412331, 0.0327482, 0.0486536, 0.0511424, 0.0918877, 0.0423452, 0.0409071, 0.0473393, 0.0465704, 0.0502014, 0.0408852, 0.0406666, 0.0793495, 0.0489701, 0.0464218, 0.0504048, 0.0468125, 0.046794, 0.0458677, 0.0468763, 0.0466966, 0.0500245, 0.0466212, 0.0408852, 0.0466752, 0.0463551, 0.0408852, 0.032637, 0.0405565, 0.0408847, 0.0574452, 0.0406502, 0.0589688, 0.0474734, 0.0467923, 0.0467322, 0.0494403, 0.0461554, 0.0525495, 0.0406659, 0.0466508, 0.06015, 0.0406666, 0.049153, 0.0458767, 0.0462927, 0.0465264, 0.0408852, 0.047106, 0.0463748, 0.0408422, 0.0512319, 0.0461977, 0.0462725, 0.0462386, 0.0409139, 0.0408852, 0.0568244, 0.0408852, 0.0458984, 0.108339, 0.0494943, 0.0534551, 0.0458874, 0.0475445, 0.078236, 0.0471961, 0.0473555, 0.0410366, 0.0497809, 0.0488829, 0.0601726, 0.0456215, 0.0534107, 0.04153, 0.0462944, 
G/Sqrt; 4.64159e-05; 0.046476, 0.0458767, 0.032637, 0.0462725, 0.0512319, 0.0412331, 0.0406659, 0.0918877, 0.050958, 0.0466966, 0.0464218, 0.0462337, 0.0574452, 0.046794, 0.0458984, 0.0534551, 0.0508525, 0.0423452, 0.0461977, 0.0494943, 0.0511424, 0.0467923, 0.0504048, 0.0601726, 0.0406666, 0.0403377, 0.0502014, 0.0405565, 0.0453523, 0.0408852, 0.0462944, 0.0458677, 0.0466508, 0.0589688, 0.0793495, 0.0408847, 0.0470341, 0.0497809, 0.0468763, 0.0411428, 0.0458491, 0.0408852, 0.301048, 0.0509572, 0.0500245, 0.0473393, 0.0534107, 0.0406666, 0.0466523, 0.0458874, 0.0494403, 0.0462927, 0.0463748, 0.0456215, 0.0410366, 0.0525495, 0.0465704, 0.0406659, 0.0566367, 0.0408852, 0.0475445, 0.0572536, 0.0409071, 0.0488829, 0.0473555, 0.0568244, 0.0461554, 0.0466752, 0.108339, 0.0607266, 0.0465264, 0.0408852, 0.0462386, 0.0408852, 0.0478792, 0.049153, 0.0463551, 0.0327482, 0.0914135, 0.047106, 0.0489701, 0.0574899, 0.051764, 0.04153, 0.0467322, 0.0477412, 0.0408852, 0.0471961, 0.0468125, 0.0486536, 0.046692, 0.078236, 0.0408422, 0.0466275, 0.0533683, 0.0466212, 0.0409139, 0.0406502, 0.0474734, 0.06015, 
G/UCT; 0.0001; 0.0593833, 0.221841, 0.048163, 0.0479969, 0.301048, 0.0606833, 0.301048, 0.301048, 0.0479925, 0.0520656, 0.0493621, 0.0605195, 0.0719775, 0.047725, 0.0476533, 0.0470106, 0.0463541, 0.0468269, 0.0848155, 0.0415596, 0.0468247, 0.0459909, 0.0461519, 0.0477999, 0.0506803, 0.0406666, 0.0407416, 0.0664938, 0.0407242, 0.0474732, 0.0410683, 0.0510583, 0.0456241, 0.0776661, 0.0477266, 0.0504762, 0.0555502, 0.0474363, 0.0569961, 0.0465453, 0.0406774, 0.0406659, 0.0409139, 0.0417694, 0.0465174, 0.0469522, 0.0408852, 0.0527258, 0.105209, 0.0468476, 0.0408852, 0.0544477, 0.0467584, 0.0463755, 0.0466781, 0.0420594, 0.0455695, 0.0467181, 0.0461832, 0.0408774, 0.0462582, 0.042226, 0.0468566, 0.046864, 0.0534107, 0.0831306, 0.0469554, 0.0468011, 0.0470375, 0.0551634, 0.0408852, 0.0335221, 0.0419527, 0.0414571, 0.0501145, 0.0458589, 0.0462436, 0.0459107, 0.0422132, 0.0300401, 0.0483502, 0.0492584, 0.0408852, 0.0464431, 0.046117, 0.0408847, 0.0472353, 0.0466127, 0.0475906, 0.0470444, 0.0513707, 0.0493331, 0.0559813, 0.0409134, 0.0409139, 0.0418089, 0.0476806, 0.0502269, 0.0470204, 0.0408847, 
G/Tun; 0.0001; 0.0504307, 0.0539278, 0.048163, 0.0668939, 0.0494678, 0.301048, 0.301048, 0.301048, 0.0633579, 0.0427481, 0.0428771, 0.0471439, 0.0590365, 0.0831602, 0.0463047, 0.0521554, 0.047153, 0.283607, 0.0624422, 0.0552771, 0.0472441, 0.0540551, 0.0475377, 0.0445571, 0.0408847, 0.0597587, 0.046708, 0.0478833, 0.0509521, 0.047559, 0.046855, 0.047245, 0.0457744, 0.0494446, 0.04743, 0.0405956, 0.0465546, 0.0480749, 0.0522967, 0.0520035, 0.0406666, 0.0440996, 0.0468618, 0.0572504, 0.0410742, 0.0406666, 0.0407096, 0.0472469, 0.0470344, 0.0451608, 0.0451364, 0.0627533, 0.0408847, 0.0424229, 0.0512183, 0.045823, 0.0502602, 0.047075, 0.0639561, 0.078236, 0.0501484, 0.0469196, 0.0463144, 0.0405684, 0.0431507, 0.0459977, 0.0534107, 0.0474395, 0.0459104, 0.081609, 0.0469719, 0.0465627, 0.0409139, 0.0467886, 0.0419841, 0.0462472, 0.0463881, 0.0473604, 0.046917, 0.0472393, 0.04631, 0.0504361, 0.0519681, 0.0409143, 0.0715161, 0.0327144, 0.0463852, 0.0466826, 0.0408847, 0.0527974, 0.0745852, 0.041349, 0.0586948, 0.0474655, 0.04624, 0.0650595, 0.0466469, 0.0534846, 0.0474747, 0.0611605, 
G/SP; 0.0001; 0.0163188, 0.0220126, 0.0243449, 0.0232803, 0.0161803, 0.0352121, 0.0161713, 0.017174, 0.0150893, 0.0165136, 0.0164536, 0.0159244, 0.0241183, 0.0240803, 0.0165064, 0.0163487, 0.0243615, 0.016431, 0.022259, 0.0162454, 0.0224478, 0.0245452, 0.0163973, 0.0162874, 0.016444, 0.0240799, 0.0244394, 0.0263539, 0.0218306, 0.0163282, 0.0243825, 0.016264, 0.0164726, 0.00825953, 0.00895136, 0.0240035, 0.0233211, 0.0163078, 0.0163859, 0.0164928, 0.0237452, 0.0162572, 0.0237623, 0.0163947, 0.0164532, 0.0164926, 0.0209804, 0.0199568, 0.0165086, 0.0163508, 0.0301583, 0.0164346, 0.0204996, 0.0164288, 0.0236911, 0.0362665, 0.0157006, 0.0130857, 0.0242043, 0.0164045, 0.0301149, 0.0239868, 0.0243919, 0.0242455, 0.0164508, 0.0220074, 0.0242604, 0.0240182, 0.0199546, 0.0165119, 0.016508, 0.0163278, 0.0212964, 0.0161437, 0.0242091, 0.0297241, 0.0241311, 0.0244615, 0.0233923, 0.0163798, 0.0165222, 0.0211955, 0.0225367, 0.0161527, 0.0182001, 0.0242096, 0.0164675, 0.0164212, 0.0162857, 0.0268756, 0.0162026, 0.0303488, 0.0164228, 0.0223262, 0.0316244, 0.0245673, 0.023022, 0.0232817, 0.0256504, 0.0235738, 
G/Dep; 0.0001; 0.053578, 0.0519229, 0.0834285, 0.301048, 0.0524321, 0.0476424, 0.0541466, 0.0583098, 0.0518631, 0.0468612, 0.0480918, 0.0716167, 0.257568, 0.0730743, 0.0674143, 0.0435701, 0.0457972, 0.0602265, 0.0449541, 0.060472, 0.0405393, 0.0476631, 0.0457178, 0.110126, 0.0403442, 0.0460388, 0.0499862, 0.0462249, 0.0330007, 0.0484693, 0.0482312, 0.0406702, 0.0424682, 0.0444093, 0.045548, 0.0535183, 0.0466658, 0.0802343, 0.0464476, 0.0440216, 0.0421414, 0.0729529, 0.0465913, 0.0473771, 0.0567243, 0.0456031, 0.0456757, 0.0406401, 0.0424868, 0.0475753, 0.0465621, 0.0562867, 0.0406659, 0.0465764, 0.0479753, 0.0407759, 0.0900395, 0.0565906, 0.0732445, 0.0697163, 0.0518246, 0.062637, 0.0867927, 0.0407896, 0.0470268, 0.0415404, 0.0409139, 0.0484252, 0.0470629, 0.0408847, 0.0459962, 0.0408336, 0.0407615, 0.0466531, 0.0459526, 0.0457693, 0.0408852, 0.0466693, 0.052478, 0.0474344, 0.0468135, 0.0441561, 0.0471823, 0.0466973, 0.0534107, 0.0409139, 0.0489273, 0.0469684, 0.0408852, 0.0463912, 0.0426054, 0.0571269, 0.0481757, 0.0492122, 0.0408852, 0.0408852, 0.0409072, 0.0477187, 0.0456824, 0.0410895, 
G/Gre; 0.0001; 0.0468247, 0.0479969, 0.0479925, 0.0406666, 0.0470106, 0.0407242, 0.0459909, 0.0407416, 0.0506803, 0.0410683, 0.0461519, 0.0477266, 0.0468269, 0.0719775, 0.0520656, 0.0664938, 0.0605195, 0.048163, 0.0461832, 0.0474363, 0.047725, 0.0422132, 0.0414571, 0.0593833, 0.0458589, 0.0468476, 0.0408852, 0.0527258, 0.0776661, 0.0467181, 0.0468011, 0.0848155, 0.0456241, 0.0406659, 0.301048, 0.0417694, 0.0510583, 0.0569961, 0.221841, 0.0408852, 0.0559813, 0.0555502, 0.0606833, 0.0467584, 0.0300401, 0.0408774, 0.0455695, 0.0463541, 0.0468566, 0.0465453, 0.0493621, 0.0476533, 0.0501145, 0.105209, 0.0474732, 0.301048, 0.0415596, 0.0406774, 0.0464431, 0.0408847, 0.301048, 0.0465174, 0.0418089, 0.046864, 0.0420594, 0.0502269, 0.0492584, 0.0551634, 0.0831306, 0.0470444, 0.0476806, 0.0513707, 0.0534107, 0.0475906, 0.0483502, 0.0459107, 0.0544477, 0.0504762, 0.0409139, 0.042226, 0.0335221, 0.0462436, 0.0470204, 0.046117, 0.0419527, 0.0408847, 0.0472353, 0.0466781, 0.0469554, 0.0463755, 0.0462582, 0.0469522, 0.0493331, 0.0408852, 0.0466127, 0.0470375, 0.0409139, 0.0408852, 0.0409134, 0.0477999, 
G/Sqrt; 0.0001; 0.0520656, 0.0410683, 0.0506803, 0.0479925, 0.0408847, 0.0513707, 0.0407242, 0.0462436, 0.0719775, 0.0664938, 0.0455695, 0.0459909, 0.0468476, 0.0408852, 0.0468011, 0.0408852, 0.0551634, 0.0477266, 0.0420594, 0.0527258, 0.0414571, 0.0476806, 0.0468247, 0.0483502, 0.0464431, 0.0335221, 0.0408847, 0.0459107, 0.0472353, 0.0474363, 0.0462582, 0.0419527, 0.0559813, 0.0406774, 0.0470106, 0.0300401, 0.0463541, 0.046117, 0.0409139, 0.0469522, 0.0409134, 0.0465174, 0.0470204, 0.048163, 0.0418089, 0.0544477, 0.0569961, 0.0408852, 0.047725, 0.0502269, 0.0493331, 0.0469554, 0.0476533, 0.042226, 0.0848155, 0.0406659, 0.0463755, 0.0501145, 0.0468566, 0.0470375, 0.0409139, 0.0504762, 0.0534107, 0.0466781, 0.0474732, 0.0461519, 0.0468269, 0.0475906, 0.0470444, 0.0492584, 0.0415596, 0.0408852, 0.0831306, 0.0510583, 0.0456241, 0.0593833, 0.105209, 0.301048, 0.0461832, 0.0467181, 0.0493621, 0.0606833, 0.0466127, 0.0479969, 0.0417694, 0.0467584, 0.0776661, 0.301048, 0.0465453, 0.221841, 0.0407416, 0.301048, 0.0477999, 0.0555502, 0.046864, 0.0406666, 0.0422132, 0.0458589, 0.0408774, 0.0605195, 
G/UCT; 0.000215443; 0.0712945, 0.301048, 0.0478071, 0.301048, 0.0481255, 0.26381, 0.0532842, 0.0471961, 0.0538528, 0.0471294, 0.0473799, 0.0522931, 0.0799203, 0.047993, 0.0478071, 0.048163, 0.0876229, 0.0507443, 0.0501445, 0.0670281, 0.0403117, 0.047123, 0.0453205, 0.0477503, 0.040855, 0.0428898, 0.0325283, 0.0407607, 0.0581583, 0.0462314, 0.046859, 0.0629871, 0.0408631, 0.0431315, 0.0471137, 0.0495442, 0.0474167, 0.0470308, 0.0407596, 0.0468792, 0.04087, 0.0408622, 0.103988, 0.0453037, 0.053676, 0.0476505, 0.0473125, 0.0756762, 0.0467991, 0.040863, 0.0476883, 0.0468099, 0.0406307, 0.0374277, 0.0458141, 0.0473002, 0.0462402, 0.0768588, 0.04087, 0.0469097, 0.0873726, 0.0654378, 0.0490207, 0.0474054, 0.0445157, 0.0476999, 0.0408706, 0.0487622, 0.0473185, 0.0469005, 0.0463361, 0.0497097, 0.0455827, 0.0473044, 0.0473769, 0.0408349, 0.0489745, 0.0597927, 0.0472342, 0.0408554, 0.0466275, 0.0464778, 0.0473403, 0.0652126, 0.0408627, 0.0424049, 0.0408392, 0.0541026, 0.0569879, 0.0475872, 0.0655461, 0.0408861, 0.0469547, 0.0457701, 0.0500097, 0.0464266, 0.040767, 0.0476166, 0.0445677, 0.0470706, 
G/Tun; 0.000215443; 0.0508345, 0.0585935, 0.0474086, 0.0480987, 0.0525238, 0.258876, 0.0622924, 0.0470174, 0.0467266, 0.0482462, 0.0431873, 0.0467189, 0.047993, 0.0450742, 0.0464492, 0.0499787, 0.0406666, 0.0426271, 0.0465412, 0.292189, 0.0458492, 0.056936, 0.0461369, 0.0476533, 0.0456586, 0.055639, 0.0446353, 0.0454909, 0.0695129, 0.0415976, 0.0451071, 0.0841242, 0.0410592, 0.0406659, 0.0490352, 0.0458675, 0.0471418, 0.0474236, 0.0772866, 0.0637024, 0.0440363, 0.0476179, 0.0458985, 0.0534107, 0.0408847, 0.0467572, 0.0490507, 0.0767252, 0.0610812, 0.0491456, 0.0728811, 0.161709, 0.0951565, 0.040854, 0.0573263, 0.0541032, 0.0423217, 0.104874, 0.0621938, 0.0488912, 0.0408847, 0.0470076, 0.0409607, 0.0408847, 0.046712, 0.040695, 0.0471513, 0.0546231, 0.0447698, 0.03449, 0.0574818, 0.0465722, 0.0482031, 0.0408852, 0.0470738, 0.0477542, 0.0801014, 0.0406666, 0.0459376, 0.0881818, 0.0494437, 0.0473403, 0.0466979, 0.0464136, 0.0457654, 0.0473688, 0.0471965, 0.0463117, 0.0508491, 0.0492784, 0.0470124, 0.047111, 0.0468312, 0.0472526, 0.0780055, 0.0465366, 0.112406, 0.0426318, 0.0474632, 0.0468605, 
G/SP; 0.000215443; 0.0362665, 0.016431, 0.0301583, 0.00825953, 0.0243449, 0.0163859, 0.0236911, 0.0164288, 0.0268756, 0.0233211, 0.00895136, 0.016444, 0.0163508, 0.0243919, 0.022259, 0.0263539, 0.0164212, 0.0245673, 0.0240035, 0.0150893, 0.0244394, 0.0163188, 0.0161527, 0.0242455, 0.0204996, 0.0165222, 0.0162454, 0.016264, 0.0162026, 0.0240182, 0.0245452, 0.0242096, 0.0164532, 0.0164346, 0.0163798, 0.0303488, 0.0209804, 0.0164675, 0.0163078, 0.0301149, 0.0164536, 0.023022, 0.0163973, 0.0237623, 0.0220126, 0.0162572, 0.0223262, 0.0224478, 0.0161803, 0.0211955, 0.0316244, 0.0164928, 0.017174, 0.0212964, 0.0165136, 0.016508, 0.0218306, 0.0182001, 0.0199546, 0.0242604, 0.0162874, 0.0242043, 0.0243615, 0.0157006, 0.0235738, 0.0164926, 0.0165064, 0.0161713, 0.0164045, 0.0164228, 0.0165119, 0.0165086, 0.0164508, 0.0233923, 0.0225367, 0.0163947, 0.0199568, 0.0240803, 0.0159244, 0.0242091, 0.0237452, 0.0241183, 0.0244615, 0.0232817, 0.0239868, 0.0162857, 0.0352121, 0.0130857, 0.0163487, 0.0241311, 0.0163278, 0.0297241, 0.0220074, 0.0243825, 0.0240799, 0.0161437, 0.0232803, 0.0163282, 0.0164726, 0.0256504, 
G/Dep; 0.000215443; 0.048013, 0.0499154, 0.246344, 0.0492899, 0.0478071, 0.0471803, 0.0585157, 0.0474511, 0.294135, 0.0472524, 0.048163, 0.0553287, 0.0473394, 0.0606007, 0.0501181, 0.0480613, 0.0406438, 0.0406631, 0.0539249, 0.0411425, 0.0642449, 0.0551058, 0.0536366, 0.0781519, 0.0400996, 0.0408626, 0.0462047, 0.0517913, 0.0467694, 0.0467786, 0.0717909, 0.0769093, 0.0498889, 0.0744938, 0.0502962, 0.0484771, 0.0468614, 0.0595984, 0.0406446, 0.0408561, 0.0469359, 0.0669361, 0.0749555, 0.040848, 0.0405893, 0.0465998, 0.0545375, 0.0576821, 0.0634565, 0.0463638, 0.0639533, 0.0502593, 0.0466923, 0.0408996, 0.0578176, 0.0551297, 0.0475548, 0.0461685, 0.0736229, 0.0823605, 0.0532526, 0.0658034, 0.0513279, 0.0408549, 0.040796, 0.0538263, 0.0435891, 0.0556186, 0.0418779, 0.0480503, 0.0474441, 0.047379, 0.0594024, 0.0464455, 0.0534107, 0.0406411, 0.046497, 0.042985, 0.0467986, 0.0472119, 0.0499574, 0.050804, 0.0455763, 0.047281, 0.0406586, 0.0699337, 0.0408354, 0.0408622, 0.0482768, 0.0475141, 0.0476483, 0.0474559, 0.050578, 0.0434402, 0.0469375, 0.0476063, 0.0406485, 0.0465501, 0.0406327, 0.0821441, 
G/Gre; 0.000215443; 0.0538528, 0.0481255, 0.048163, 0.301048, 0.0876229, 0.301048, 0.0478071, 0.0507443, 0.26381, 0.0522931, 0.0471961, 0.0501445, 0.0799203, 0.0473799, 0.0478071, 0.0532842, 0.047993, 0.0712945, 0.0471294, 0.0471137, 0.0670281, 0.0476505, 0.0473403, 0.0428898, 0.040863, 0.0475872, 0.0445157, 0.046859, 0.040855, 0.0569879, 0.0473185, 0.0654378, 0.0768588, 0.0407596, 0.0458141, 0.0756762, 0.103988, 0.0462402, 0.0431315, 0.0403117, 0.0408706, 0.0470308, 0.0470706, 0.0467991, 0.0476883, 0.0473044, 0.0476999, 0.053676, 0.0487622, 0.0490207, 0.0581583, 0.0873726, 0.0408349, 0.0472342, 0.0629871, 0.0474054, 0.0424049, 0.0477503, 0.0453205, 0.0476166, 0.0468099, 0.0541026, 0.0473769, 0.0652126, 0.0463361, 0.0469005, 0.0408554, 0.0462314, 0.0407607, 0.0455827, 0.0469097, 0.0497097, 0.0464778, 0.0495442, 0.0474167, 0.0457701, 0.0408392, 0.0473125, 0.0408861, 0.047123, 0.0655461, 0.0597927, 0.0408622, 0.0464266, 0.0468792, 0.0453037, 0.0406307, 0.0466275, 0.0325283, 0.0374277, 0.0489745, 0.0469547, 0.0408631, 0.0473002, 0.0445677, 0.04087, 0.0408627, 0.04087, 0.040767, 0.0500097, 
