Algorithm;Hyperparameter (C);Values
Improved Split State Space; 0.01; 0.151576, 0.155199, 0.151576, 0.151576, 0.158945, 0.162692, 0.158945, 0.15524, 0.15524, 0.162692, 0.158945, 0.158945, 0.15524, 0.162692, 0.15524, 0.162692, 0.158945, 0.162692, 0.15524, 0.162692, 0.158945, 0.158945, 0.162692, 0.158945, 0.162692, 0.162692, 0.158945, 0.158945, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.15524, 0.162692, 0.162692, 0.158945, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.166438, 0.162692, 0.162692, 0.162692, 0.166438, 0.166438, 0.166438, 0.158945, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 
Smooth State Space; 0.01; 0.151576, 0.155199, 0.151576, 0.158945, 0.162692, 0.15524, 0.158945, 0.15524, 0.162692, 0.15524, 0.158945, 0.158945, 0.162692, 0.162692, 0.158945, 0.15524, 0.158945, 0.158945, 0.162692, 0.162692, 0.162692, 0.15524, 0.158945, 0.158945, 0.158945, 0.162692, 0.162692, 0.158945, 0.162692, 0.15524, 0.162692, 0.162692, 0.162692, 0.158945, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.151576, 0.166438, 0.162692, 0.158945, 0.166438, 0.166438, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.166438, 
Point State Space; 0.01; 0.0304607, 0.0261942, 0.0146457, 0.0297199, 0.0196506, 0.0165209, 0.00789576, 0.0157187, 0.0381457, 0.00806701, 0.0217456, 0.0342167, 0.00823403, 0.0162685, 0.0151824, 0.0155592, 0.0164147, 0.0215061, 0.00799027, 0.0205477, 0.015065, 0.0212968, 0.00826409, 0.007002, 0.0321805, 0.0208206, 0.026233, 0.00735796, 0.0164703, 0.00796023, 0.0156557, 0.0144983, 0.0151471, 0.0247971, 0.0116482, 0.0154851, 0.000574513, 0.0205141, 0.00775538, 0.00820488, 0.015031, 0.00796556, 0.0195637, 0.0157821, 0.0276011, 0.0122149, 0.00820925, 0.00825354, 0.0242389, 0.0164213, 0.0166241, 0.0259734, 0.0141794, 0.00825219, 0.0131948, 0.00823166, 0.000227239, 0.00825616, 0.00826191, 0.0162324, 0.0131413, 0.000758082, 0.0478021, 0.0221854, 0.000180322, 0.0132606, 0.0257855, 0.00823486, 7.0147e-05, 0.00820951, 5.71881e-05, 0.016159, 0.0177874, 0.0171124, 0.00798877, 0.000175258, 0.0170496, 3.50808e-05, 0.0202422, 0.0249416, 0.026019, 0.0298428, 0.0156606, 0.0359238, 0.033079, 0.00818447, 0.0283401, 0.015583, 0.0082573, 0.0189804, 0.0168169, 0.0253169, 0.0161727, 0.00725788, 0.00126674, 0.0306629, 0.0351553, 0.0444446, 0.0308522, 0.0736553, 
Grid State Space; 0.0215443; 0.0830358, 0.0867793, 0.0933777, 0.099883, 0.107217, 0.0914896, 0.0840933, 0.0828818, 0.0786546, 0.0800426, 0.0832, 0.0901597, 0.0937162, 0.0858455, 0.0815898, 0.0809531, 0.0780312, 0.090313, 0.0924291, 0.0987231, 0.09145, 0.0912867, 0.0889843, 0.0914673, 0.0833371, 0.0856596, 0.0854589, 0.0913214, 0.0899522, 0.0765766, 0.091206, 0.0795351, 0.0770343, 0.108986, 0.0802209, 0.0992835, 0.0790589, 0.0896963, 0.0922559, 0.102514, 0.10455, 0.0908347, 0.084887, 0.08689, 0.0766406, 0.0944934, 0.0912275, 0.083796, 0.0902575, 0.079463, 0.0854964, 0.0862109, 0.0888912, 0.0934238, 0.0822558, 0.0874197, 0.0857642, 0.0891321, 0.0774038, 0.0916052, 0.079273, 0.0796805, 0.0821332, 0.105246, 0.0776237, 0.0762447, 0.10939, 0.0968435, 0.08769, 0.103647, 0.0726358, 0.0859229, 0.0833826, 0.0851421, 0.100247, 0.0729406, 0.0828476, 0.0875843, 0.0825494, 0.0747019, 0.0959138, 0.0952711, 0.0790351, 0.0860024, 0.0835917, 0.0762628, 0.0873331, 0.086946, 0.0833609, 0.0962884, 0.0948974, 0.0769019, 0.0879917, 0.0790787, 0.0815504, 0.092868, 0.0847779, 0.105621, 0.0829314, 0.089237, 
Deterministic State Space; 0.0215443; 0.0642346, 
Improved Split State Space; 0.0215443; 0.140583, 0.13384, 0.129961, 0.144247, 0.144205, 0.151576, 0.141958, 0.133712, 0.144124, 0.133418, 0.12676, 0.140665, 0.130173, 0.1303, 0.137251, 0.147743, 0.1303, 0.13384, 0.130257, 0.144372, 0.133712, 0.133418, 0.133254, 0.133333, 0.133585, 0.137336, 0.133712, 0.140748, 0.133797, 0.147869, 0.126976, 0.137167, 0.140665, 0.133754, 0.157929, 0.152832, 0.157969, 0.144163, 0.133669, 0.144124, 0.13384, 0.133627, 0.146603, 0.133669, 0.133461, 0.155158, 0.144163, 0.151493, 0.147911, 0.140706, 0.137209, 0.140748, 0.147743, 0.141726, 0.144245, 0.147828, 0.147869, 0.155199, 0.150351, 0.149211, 0.144245, 0.162651, 0.155077, 0.14929, 0.160944, 0.151411, 0.147869, 0.147787, 0.151493, 0.151411, 0.147869, 0.155158, 0.15129, 0.147743, 0.147828, 0.147869, 0.145123, 0.147504, 0.144204, 0.151493, 0.147746, 0.158904, 0.151534, 0.150432, 0.152143, 0.151493, 0.147869, 0.133797, 0.144245, 0.14054, 0.155074, 0.140707, 0.14433, 0.147911, 0.14433, 0.144077, 0.155077, 0.147828, 0.155199, 0.137209, 
Smooth State Space; 0.0215443; 0.140583, 0.13384, 0.129961, 0.14054, 0.133418, 0.144205, 0.151576, 0.13384, 0.1303, 0.133797, 0.144247, 0.130257, 0.130173, 0.144372, 0.1303, 0.137167, 0.144124, 0.144245, 0.141958, 0.133797, 0.133333, 0.144124, 0.137251, 0.157929, 0.133712, 0.133585, 0.126976, 0.157969, 0.13384, 0.133461, 0.133669, 0.133254, 0.155074, 0.133754, 0.140748, 0.137336, 0.140748, 0.140665, 0.133712, 0.144163, 0.137209, 0.133627, 0.146603, 0.14433, 0.147911, 0.144163, 0.140706, 0.147911, 0.151493, 0.152832, 0.141726, 0.155158, 0.133669, 0.155077, 0.14929, 0.150351, 0.149211, 0.140707, 0.151411, 0.155077, 0.137209, 0.144245, 0.140665, 0.151493, 0.147869, 0.144245, 0.155158, 0.147869, 0.160944, 0.151411, 0.147869, 0.15129, 0.151493, 0.147828, 0.155199, 0.144204, 0.147787, 0.162651, 0.152143, 0.147504, 0.145123, 0.147869, 0.155199, 0.150432, 0.151493, 0.147869, 0.147743, 0.133712, 0.12676, 0.147869, 0.133418, 0.147743, 0.147743, 0.14433, 0.144077, 0.147828, 0.147828, 0.147746, 0.158904, 0.151534, 
Point State Space; 0.0215443; 0.016159, 0.0342167, 0.0164213, 0.00820488, 0.0171124, 0.0165209, 0.0306629, 0.007002, 0.00725788, 0.0151471, 0.0212968, 0.0202422, 0.0381457, 0.033079, 0.00789576, 0.00799027, 0.0304607, 0.0162324, 0.0242389, 0.0221854, 0.0261942, 0.0276011, 0.0321805, 0.0144983, 0.0257855, 0.0168169, 0.0259734, 0.000175258, 0.0131413, 0.0215061, 0.0164703, 0.00823486, 0.000574513, 0.0116482, 0.0195637, 0.0247971, 0.00823166, 0.00825616, 0.0156606, 0.00806701, 0.0208206, 0.0151824, 0.0170496, 0.0157187, 0.0157821, 0.0164147, 0.026019, 0.00798877, 0.000180322, 0.0162685, 0.0146457, 0.0196506, 0.015031, 0.0155592, 0.0205141, 0.0478021, 0.0132606, 0.0154851, 0.0217456, 0.0082573, 0.00820925, 0.0177874, 0.0444446, 0.0351553, 0.00825219, 0.000227239, 0.00126674, 0.0131948, 0.0359238, 0.00796556, 0.00826191, 0.000758082, 0.00735796, 0.0249416, 0.0166241, 0.00818447, 0.0189804, 0.0122149, 3.50808e-05, 0.00826409, 0.015065, 7.0147e-05, 0.00823403, 0.0253169, 5.71881e-05, 0.015583, 0.0736553, 0.0298428, 0.00796023, 0.0205477, 0.0297199, 0.0283401, 0.0161727, 0.00820951, 0.0141794, 0.026233, 0.00775538, 0.0156557, 0.00825354, 0.0308522, 
Grid State Space; 0.0464159; 0.0712079, 0.0742955, 0.0706397, 0.0934213, 0.0734335, 0.0783264, 0.0789592, 0.0707234, 0.0717809, 0.0723556, 0.0899449, 0.0839451, 0.0856829, 0.0648763, 0.091643, 0.0898125, 0.0806582, 0.0733044, 0.0838061, 0.0859927, 0.0910516, 0.104348, 0.0799109, 0.0764952, 0.0812859, 0.0758011, 0.0841283, 0.0736789, 0.0767097, 0.0751069, 0.0801866, 0.0651315, 0.0919806, 0.0934248, 0.0820931, 0.0725568, 0.0879913, 0.0793249, 0.111437, 0.0762595, 0.0751202, 0.0803426, 0.0779866, 0.073582, 0.0841039, 0.0768713, 0.0860038, 0.0809826, 0.084708, 0.079466, 0.0767222, 0.0777103, 0.0630898, 0.0973942, 0.0689037, 0.0872149, 0.0998844, 0.0978891, 0.0770302, 0.0788205, 0.0733196, 0.0735429, 0.085611, 0.0664575, 0.0879654, 0.0859553, 0.0929552, 0.081389, 0.0846138, 0.0971435, 0.090939, 0.0669383, 0.0887631, 0.0772053, 0.0866908, 0.0729896, 0.108266, 0.0801433, 0.0872193, 0.0771271, 0.0785286, 0.0725584, 0.0843725, 0.0764071, 0.0737034, 0.0879675, 0.086895, 0.0834501, 0.0778138, 0.0903248, 0.0869257, 0.0841534, 0.0815184, 0.0706796, 0.0664202, 0.0755186, 0.094627, 0.0725854, 0.118247, 0.0745348, 
Deterministic State Space; 0.0464159; 0.0642346, 
Improved Split State Space; 0.0464159; 0.103089, 0.111805, 0.109116, 0.0948757, 0.100999, 0.0966357, 0.122877, 0.120824, 0.108078, 0.102881, 0.102748, 0.121473, 0.104074, 0.0959365, 0.112413, 0.0942524, 0.106357, 0.096096, 0.100653, 0.106551, 0.101227, 0.0948966, 0.113205, 0.0934406, 0.117991, 0.11579, 0.125693, 0.0972582, 0.111383, 0.100945, 0.101023, 0.11385, 0.108877, 0.112531, 0.101032, 0.107608, 0.103988, 0.100835, 0.0868011, 0.104963, 0.130115, 0.105684, 0.110045, 0.0972175, 0.108867, 0.102493, 0.10944, 0.107963, 0.100874, 0.112928, 0.1027, 0.107506, 0.108707, 0.0977996, 0.111989, 0.117583, 0.108453, 0.11762, 0.105738, 0.105354, 0.110912, 0.107539, 0.093463, 0.104533, 0.11767, 0.0917589, 0.099864, 0.124761, 0.113804, 0.104306, 0.132531, 0.104612, 0.102102, 0.107192, 0.107965, 0.0970641, 0.0838856, 0.102773, 0.106991, 0.115018, 0.106686, 0.115034, 0.110245, 0.100541, 0.114863, 0.119664, 0.108319, 0.101966, 0.111397, 0.106826, 0.101761, 0.11558, 0.0976454, 0.104474, 0.0938045, 0.133167, 0.103718, 0.102848, 0.0924745, 0.122367, 
Smooth State Space; 0.0464159; 0.104074, 0.0934406, 0.107608, 0.108319, 0.101966, 0.122877, 0.096096, 0.101023, 0.11767, 0.11762, 0.11558, 0.108707, 0.0948966, 0.112928, 0.108877, 0.103718, 0.100653, 0.107539, 0.100945, 0.0938045, 0.106686, 0.102773, 0.104612, 0.102748, 0.0966357, 0.108867, 0.125693, 0.120824, 0.1027, 0.099864, 0.104963, 0.100999, 0.106551, 0.121473, 0.132531, 0.113205, 0.0959365, 0.115034, 0.11579, 0.0838856, 0.100874, 0.0972175, 0.108453, 0.107506, 0.0917589, 0.110045, 0.110912, 0.106826, 0.103988, 0.104533, 0.0924745, 0.11385, 0.101227, 0.106357, 0.111383, 0.100541, 0.107963, 0.102848, 0.0972582, 0.130115, 0.10944, 0.0970641, 0.105684, 0.110245, 0.133167, 0.112531, 0.124761, 0.107192, 0.0977996, 0.104306, 0.100835, 0.101761, 0.111989, 0.102881, 0.102493, 0.111805, 0.108078, 0.101032, 0.102102, 0.113804, 0.112413, 0.117583, 0.105738, 0.0976454, 0.114863, 0.107965, 0.105354, 0.115018, 0.0948757, 0.117991, 0.111397, 0.106991, 0.109116, 0.119664, 0.0868011, 0.0942524, 0.104474, 0.103089, 0.093463, 0.122367, 
Point State Space; 0.0464159; 0.0276011, 0.0261942, 0.0215061, 0.0162324, 0.0195637, 0.0151471, 0.0221854, 0.0381457, 0.0306629, 0.0212968, 0.000180322, 0.015065, 0.0131413, 0.0321805, 0.015583, 0.0304607, 0.00823166, 0.0151824, 0.00799027, 0.0144983, 0.0259734, 0.0164147, 0.00789576, 0.0257855, 0.0171124, 0.00825354, 0.00806701, 0.026019, 0.0166241, 0.0170496, 0.0154851, 0.0161727, 0.0164213, 0.0205141, 0.0478021, 0.000758082, 0.0247971, 0.0351553, 0.0116482, 0.0297199, 0.0168169, 0.0132606, 0.0242389, 0.007002, 0.0342167, 5.71881e-05, 0.0165209, 0.00820925, 0.0162685, 0.00796023, 0.0359238, 0.0202422, 0.00825616, 0.00820488, 0.00798877, 0.000175258, 0.0189804, 0.0205477, 0.016159, 0.0196506, 0.0249416, 0.00818447, 0.0122149, 0.00825219, 0.00823403, 0.00820951, 0.00725788, 0.0156606, 0.00735796, 0.0082573, 0.00823486, 7.0147e-05, 0.000574513, 3.50808e-05, 0.00826409, 0.0217456, 0.0253169, 0.015031, 0.0131948, 0.00126674, 0.0157187, 0.00826191, 0.033079, 0.00796556, 0.0146457, 0.0444446, 0.0283401, 0.00775538, 0.0155592, 0.0298428, 0.0177874, 0.026233, 0.0208206, 0.0156557, 0.0164703, 0.0157821, 0.000227239, 0.0141794, 0.0736553, 0.0308522, 
Grid State Space; 0.1; 0.076386, 0.0884435, 0.0672043, 0.0832412, 0.0726044, 0.0933978, 0.0865915, 0.089028, 0.0843532, 0.0696112, 0.0785151, 0.0775547, 0.0822221, 0.0612436, 0.0706977, 0.0833713, 0.0673737, 0.100741, 0.0796224, 0.0724145, 0.0702264, 0.0745521, 0.0840616, 0.065809, 0.0644824, 0.0881083, 0.0786221, 0.075246, 0.0788783, 0.0841251, 0.0714596, 0.0710425, 0.0790569, 0.0786966, 0.0743881, 0.0741621, 0.0721693, 0.0777058, 0.0881434, 0.0829319, 0.073758, 0.065376, 0.0825985, 0.0652325, 0.0843756, 0.0754409, 0.0752274, 0.0672909, 0.0865035, 0.0838684, 0.0785632, 0.0693183, 0.0719988, 0.0899743, 0.0723162, 0.0733622, 0.0803568, 0.0842577, 0.0740726, 0.086731, 0.0687166, 0.0784221, 0.0809267, 0.0671954, 0.064118, 0.0978548, 0.0744478, 0.0686599, 0.0712332, 0.065038, 0.0786844, 0.0647691, 0.0818221, 0.0613477, 0.0763877, 0.0756593, 0.0728887, 0.0813701, 0.0879954, 0.0783495, 0.0767722, 0.0653754, 0.0651834, 0.0885493, 0.0794329, 0.0705884, 0.0763724, 0.0650354, 0.0738272, 0.0678717, 0.0757146, 0.0666678, 0.0731202, 0.0716363, 0.0789344, 0.0752651, 0.0767222, 0.0825398, 0.0615426, 0.0955985, 
Deterministic State Space; 0.1; 0.0642346, 
Improved Split State Space; 0.1; 0.0926694, 0.0880581, 0.0993389, 0.082764, 0.0964738, 0.0940088, 0.0899059, 0.102967, 0.0951739, 0.0925171, 0.0901925, 0.106783, 0.0939456, 0.0971038, 0.0992227, 0.093559, 0.103325, 0.105974, 0.100009, 0.0938261, 0.0982772, 0.0910484, 0.100622, 0.0964061, 0.101032, 0.0924026, 0.0999124, 0.0993304, 0.114446, 0.0930562, 0.110449, 0.0916831, 0.112898, 0.109551, 0.100823, 0.0917836, 0.0901097, 0.0948815, 0.0837262, 0.102316, 0.110932, 0.107641, 0.0980694, 0.115447, 0.10853, 0.0906877, 0.0950495, 0.110784, 0.110759, 0.0999834, 0.107042, 0.092227, 0.0834659, 0.104434, 0.101866, 0.0865724, 0.0837452, 0.0888323, 0.0987205, 0.0851074, 0.101428, 0.0956004, 0.0975173, 0.10524, 0.106647, 0.0888545, 0.0883077, 0.0943442, 0.102247, 0.0991746, 0.0948047, 0.101885, 0.100318, 0.0949032, 0.105781, 0.115582, 0.0996466, 0.0899144, 0.094061, 0.122874, 0.096402, 0.0862154, 0.0966287, 0.096014, 0.112773, 0.0996528, 0.102856, 0.0979124, 0.0912043, 0.109337, 0.0905164, 0.105075, 0.0892244, 0.103483, 0.102122, 0.102899, 0.094951, 0.0908305, 0.10018, 0.0971312, 
Smooth State Space; 0.1; 0.094061, 0.0901925, 0.0951739, 0.0964738, 0.100823, 0.105781, 0.082764, 0.107641, 0.106647, 0.0993389, 0.0834659, 0.0916831, 0.093559, 0.0964061, 0.114446, 0.0939456, 0.0948815, 0.110932, 0.0899059, 0.101885, 0.0908305, 0.0837452, 0.105974, 0.103325, 0.106783, 0.0971038, 0.0926694, 0.0925171, 0.0906877, 0.0982772, 0.10853, 0.102316, 0.0888323, 0.101032, 0.101428, 0.0992227, 0.0938261, 0.107042, 0.0924026, 0.0999834, 0.112898, 0.0905164, 0.0930562, 0.092227, 0.0940088, 0.104434, 0.0862154, 0.100622, 0.102967, 0.109551, 0.0943442, 0.122874, 0.096402, 0.0950495, 0.101866, 0.0956004, 0.10524, 0.0901097, 0.110449, 0.109337, 0.115447, 0.0999124, 0.102856, 0.0910484, 0.0888545, 0.0917836, 0.0880581, 0.115582, 0.0948047, 0.0979124, 0.0837262, 0.0987205, 0.0892244, 0.0996528, 0.096014, 0.0883077, 0.112773, 0.0975173, 0.0993304, 0.0966287, 0.0949032, 0.0912043, 0.0865724, 0.0899144, 0.105075, 0.102899, 0.094951, 0.10018, 0.0980694, 0.100318, 0.103483, 0.0851074, 0.102122, 0.0991746, 0.100009, 0.102247, 0.0996466, 0.110759, 0.110784, 0.0971312, 
Point State Space; 0.1; 0.0381457, 0.0321805, 0.0151471, 0.0351553, 0.0162324, 0.0215061, 0.00820951, 0.0306629, 0.0171124, 0.007002, 0.00820488, 0.000574513, 0.0212968, 0.0276011, 0.0259734, 0.0164703, 5.71881e-05, 0.0164147, 0.0261942, 0.0342167, 0.0161727, 0.00799027, 0.00789576, 0.0165209, 0.0242389, 0.026019, 0.0166241, 0.0202422, 0.033079, 0.026233, 0.00806701, 0.000175258, 0.0304607, 0.0444446, 0.015065, 0.0162685, 0.000758082, 0.0283401, 0.0257855, 0.00825354, 0.00826191, 0.0359238, 0.000180322, 0.0151824, 0.015583, 0.0195637, 0.016159, 0.00823403, 0.0154851, 0.00823486, 0.0131413, 0.0205141, 0.0155592, 0.0736553, 0.0168169, 0.0247971, 0.00825219, 0.00823166, 0.0164213, 0.0196506, 0.0132606, 0.0249416, 0.00826409, 0.00820925, 0.0221854, 0.00126674, 0.000227239, 0.0156606, 0.0157821, 7.0147e-05, 0.0208206, 0.0205477, 0.0131948, 0.00798877, 0.00775538, 0.00825616, 0.0170496, 0.0144983, 0.0157187, 0.00725788, 0.0177874, 0.0297199, 0.0217456, 0.0146457, 0.00735796, 0.0478021, 0.0189804, 0.0082573, 0.0253169, 0.0141794, 0.00796023, 0.00796556, 0.015031, 0.0122149, 0.0156557, 0.0116482, 0.00818447, 0.0298428, 0.0308522, 3.50808e-05, 
Grid State Space; 0.215443; 0.060674, 0.082049, 0.0797632, 0.0782843, 0.0854041, 0.0804538, 0.0821936, 0.082824, 0.0744745, 0.0698357, 0.0691556, 0.0907937, 0.0777352, 0.0780695, 0.0767224, 0.0785523, 0.0636162, 0.0674502, 0.0779844, 0.0905728, 0.0722061, 0.0605997, 0.0934799, 0.0810341, 0.069849, 0.0984276, 0.0824824, 0.0766427, 0.0676575, 0.0672671, 0.0810542, 0.0635145, 0.0873443, 0.083115, 0.0620127, 0.0660908, 0.0775998, 0.0859514, 0.0696983, 0.068946, 0.0928638, 0.0661181, 0.0702765, 0.063185, 0.0666479, 0.0886693, 0.074622, 0.0718517, 0.0743343, 0.0663118, 0.080037, 0.071426, 0.0669031, 0.100206, 0.0777629, 0.0695356, 0.0818994, 0.0822955, 0.085114, 0.0884817, 0.0902675, 0.0780625, 0.0613108, 0.0692427, 0.0748558, 0.0841101, 0.0623544, 0.0695536, 0.0807897, 0.0702745, 0.073701, 0.0891512, 0.0753306, 0.0672927, 0.0841318, 0.0845826, 0.0801467, 0.0722519, 0.0746735, 0.0915913, 0.0600397, 0.0768181, 0.0758336, 0.0745984, 0.0752759, 0.0722463, 0.0797564, 0.0639469, 0.0835159, 0.0756046, 0.0649774, 0.0608009, 0.0771612, 0.0734501, 0.072895, 0.0673688, 0.0744237, 0.0646613, 0.101642, 0.0672046, 
Deterministic State Space; 0.215443; 0.0642346, 
Improved Split State Space; 0.215443; 0.0826526, 0.0877294, 0.0950421, 0.0830398, 0.0907188, 0.0980797, 0.107698, 0.0925757, 0.0985118, 0.0866691, 0.105636, 0.0991302, 0.108144, 0.0959208, 0.0908631, 0.121689, 0.0944163, 0.104456, 0.104215, 0.0953955, 0.0872454, 0.0952488, 0.0955177, 0.0890929, 0.101181, 0.104287, 0.0956796, 0.0964557, 0.101443, 0.0974842, 0.0887255, 0.0984918, 0.093226, 0.0905326, 0.101185, 0.0998518, 0.0913831, 0.104658, 0.119895, 0.0852979, 0.0803006, 0.102752, 0.0954005, 0.108787, 0.0887711, 0.0973834, 0.0831085, 0.102782, 0.0884336, 0.086517, 0.0975602, 0.0950349, 0.097287, 0.0926308, 0.101207, 0.0974677, 0.0923946, 0.102195, 0.0857247, 0.0857449, 0.0810804, 0.105181, 0.110741, 0.0963638, 0.104087, 0.0978005, 0.0895221, 0.0868261, 0.111724, 0.0908426, 0.0905264, 0.0910628, 0.0844537, 0.0981299, 0.0997046, 0.104173, 0.0942855, 0.105126, 0.0841002, 0.0989719, 0.0875341, 0.0927078, 0.0941902, 0.0828478, 0.112369, 0.0957329, 0.117243, 0.098823, 0.0914452, 0.106766, 0.0944659, 0.0947134, 0.102441, 0.0908805, 0.0954076, 0.0968987, 0.107003, 0.0961854, 0.10272, 0.102518, 
Smooth State Space; 0.215443; 0.0908426, 0.093226, 0.0975602, 0.0950349, 0.0905264, 0.0944659, 0.0926308, 0.0908805, 0.0978005, 0.110741, 0.0942855, 0.0875341, 0.108787, 0.0989719, 0.0925757, 0.0841002, 0.119895, 0.101185, 0.0954005, 0.0844537, 0.0923946, 0.0826526, 0.10272, 0.0974842, 0.102441, 0.0831085, 0.0905326, 0.0997046, 0.0956796, 0.097287, 0.101207, 0.104658, 0.0974677, 0.0980797, 0.0857247, 0.0866691, 0.0959208, 0.104215, 0.0991302, 0.0964557, 0.104456, 0.0803006, 0.0984918, 0.0914452, 0.104287, 0.107698, 0.0887255, 0.086517, 0.0955177, 0.102752, 0.0953955, 0.0857449, 0.0913831, 0.0828478, 0.0910628, 0.0944163, 0.0963638, 0.0968987, 0.0872454, 0.0895221, 0.108144, 0.101443, 0.105181, 0.102782, 0.105126, 0.0810804, 0.0927078, 0.0941902, 0.104173, 0.0952488, 0.0877294, 0.121689, 0.101181, 0.0852979, 0.0950421, 0.0998518, 0.105636, 0.112369, 0.0868261, 0.102195, 0.117243, 0.0907188, 0.104087, 0.0887711, 0.111724, 0.102518, 0.0884336, 0.107003, 0.0947134, 0.0981299, 0.0830398, 0.098823, 0.106766, 0.0957329, 0.0890929, 0.0985118, 0.0961854, 0.0954076, 0.0908631, 0.0973834, 
Point State Space; 0.215443; 0.00818447, 0.0151471, 0.0131413, 0.00820488, 0.0212968, 0.00725788, 0.000758082, 0.0381457, 0.0162324, 0.0202422, 0.0205141, 0.0297199, 0.0164147, 0.0116482, 0.0215061, 0.00735796, 0.0306629, 0.015031, 0.0166241, 0.00823166, 0.0144983, 0.0342167, 0.0132606, 0.0276011, 0.0156606, 0.0195637, 0.00799027, 0.0162685, 0.00825354, 0.0208206, 0.0151824, 0.00789576, 0.0164703, 0.026019, 0.00825616, 0.0154851, 3.50808e-05, 0.0321805, 0.015065, 0.0257855, 0.0141794, 0.00806701, 0.000180322, 0.007002, 0.0283401, 0.000574513, 0.0165209, 0.0196506, 0.0736553, 0.0171124, 0.0221854, 0.0170496, 0.015583, 5.71881e-05, 0.00820951, 0.0161727, 0.0156557, 0.0157821, 0.0217456, 0.00825219, 0.033079, 0.0157187, 0.00796556, 0.0177874, 0.0164213, 0.0253169, 0.00823403, 0.0478021, 0.0298428, 0.0082573, 0.0189804, 0.0249416, 7.0147e-05, 0.026233, 0.0131948, 0.0155592, 0.00798877, 0.00826191, 0.0242389, 0.0261942, 0.00775538, 0.00826409, 0.0359238, 0.0444446, 0.0205477, 0.0168169, 0.016159, 0.0146457, 0.00820925, 0.0304607, 0.000227239, 0.00823486, 0.00796023, 0.0122149, 0.00126674, 0.0247971, 0.000175258, 0.0351553, 0.0259734, 0.0308522, 
Grid State Space; 0.464159; 0.0681241, 0.0684817, 0.0773442, 0.0736902, 0.0834545, 0.0616397, 0.0923418, 0.0859006, 0.0649205, 0.0687492, 0.0717826, 0.0677632, 0.0974438, 0.0953786, 0.0749081, 0.0684242, 0.0698168, 0.0805484, 0.0658945, 0.0592512, 0.0977875, 0.0807301, 0.0785355, 0.081099, 0.0764941, 0.0774019, 0.0736735, 0.0633076, 0.0653387, 0.0725432, 0.0638637, 0.0850947, 0.0720467, 0.0795662, 0.0685216, 0.0755647, 0.0878982, 0.0969814, 0.0698028, 0.0605445, 0.073535, 0.0646933, 0.0675723, 0.068594, 0.0766728, 0.0680198, 0.0713266, 0.0677209, 0.0697107, 0.10426, 0.0877747, 0.0781264, 0.0670794, 0.0902515, 0.0860005, 0.0732759, 0.0713434, 0.0656255, 0.0788479, 0.0620711, 0.0768111, 0.0941929, 0.076911, 0.0651397, 0.0704849, 0.0634601, 0.0751249, 0.0730779, 0.066252, 0.062773, 0.0858084, 0.0858389, 0.0786082, 0.090708, 0.0636424, 0.0745756, 0.0954642, 0.0685314, 0.0760529, 0.0951621, 0.0741999, 0.0831027, 0.0804383, 0.0738031, 0.0642015, 0.0779541, 0.061395, 0.110172, 0.0784082, 0.0646594, 0.0758436, 0.0751123, 0.0789517, 0.0746179, 0.0778409, 0.0677624, 0.0661854, 0.0911062, 0.0734145, 0.0807314, 
Deterministic State Space; 0.464159; 0.0642346, 
