Algorithm;Hyperparameter (C);Values
sq; 0.215443; 0.105437, 0.126369, 0.108666, 0.115167, 0.132778, 0.103367, 0.124024, 0.111877, 0.106033, 0.0994201, 0.0966219, 0.100328, 0.100659, 0.10914, 0.100922, 0.0988012, 0.111879, 0.106811, 0.106848, 0.0936358, 0.114363, 0.0964827, 0.103818, 0.106939, 0.106011, 0.102406, 0.121511, 0.101914, 0.145959, 0.108425, 0.112202, 0.126459, 0.104297, 0.118879, 0.0895119, 0.119418, 0.112861, 0.112541, 0.111779, 0.121403, 0.122323, 0.109752, 0.095141, 0.11022, 0.133499, 0.114306, 0.108058, 0.103564, 0.093966, 0.105424, 0.108381, 0.122193, 0.107675, 0.0959106, 0.114651, 0.103134, 0.111331, 0.109178, 0.120403, 0.120001, 0.118169, 0.113595, 0.130487, 0.106853, 0.112334, 0.105685, 0.106093, 0.105594, 0.0963144, 0.0979444, 0.108303, 0.118295, 0.110003, 0.104824, 0.122501, 0.097704, 0.109338, 0.102723, 0.111316, 0.126133, 0.101091, 0.093937, 0.103659, 0.125523, 0.0934826, 0.108645, 0.117347, 0.0977712, 0.118556, 0.123258, 0.117887, 0.0920766, 0.104411, 0.104147, 0.10271, 0.11013, 0.0939059, 0.100772, 0.113411, 0.0995818, 
sqrt; 0.215443; 0.132778, 0.119418, 0.10914, 0.103564, 0.108666, 0.105437, 0.102406, 0.115167, 0.106011, 0.111879, 0.110003, 0.130487, 0.106033, 0.126369, 0.0895119, 0.0966219, 0.114363, 0.095141, 0.0988012, 0.121511, 0.103818, 0.121403, 0.122193, 0.112202, 0.122501, 0.100659, 0.106811, 0.106853, 0.104824, 0.114306, 0.145959, 0.124024, 0.111316, 0.107675, 0.118169, 0.133499, 0.11022, 0.105424, 0.0977712, 0.108425, 0.109752, 0.118295, 0.0936358, 0.114651, 0.112334, 0.0963144, 0.10271, 0.111877, 0.105594, 0.105685, 0.118556, 0.101914, 0.108058, 0.104147, 0.112541, 0.126133, 0.120403, 0.103367, 0.100328, 0.101091, 0.112861, 0.108303, 0.117347, 0.126459, 0.106848, 0.102723, 0.0964827, 0.109178, 0.103659, 0.100772, 0.104297, 0.0959106, 0.113411, 0.097704, 0.104411, 0.108645, 0.103134, 0.093937, 0.0979444, 0.0994201, 0.109338, 0.0939059, 0.11013, 0.123258, 0.100922, 0.0920766, 0.113595, 0.0934826, 0.122323, 0.125523, 0.106939, 0.108381, 0.120001, 0.106093, 0.111779, 0.111331, 0.0995818, 0.117887, 0.118879, 0.093966, 
Normal; 0.464159; 0.123412, 0.118132, 0.111879, 0.12225, 0.118455, 0.110288, 0.121049, 0.138237, 0.127332, 0.125645, 0.113278, 0.115477, 0.10764, 0.122065, 0.120541, 0.122353, 0.122432, 0.126946, 0.113837, 0.122645, 0.118564, 0.125328, 0.120254, 0.128539, 0.102082, 0.126157, 0.11425, 0.108365, 0.11377, 0.126452, 0.105563, 0.121512, 0.124882, 0.118123, 0.10958, 0.119331, 0.122335, 0.110231, 0.126105, 0.122036, 0.117093, 0.120838, 0.122146, 0.121944, 0.134568, 0.120457, 0.116606, 0.107706, 0.122791, 0.120983, 0.106659, 0.118376, 0.117623, 0.121477, 0.11194, 0.130041, 0.121655, 0.123207, 0.120794, 0.122901, 0.117425, 0.126834, 0.11768, 0.116586, 0.114575, 0.11154, 0.119632, 0.126673, 0.113014, 0.126655, 0.110201, 0.116468, 0.117745, 0.119373, 0.120774, 0.129363, 0.116436, 0.118606, 0.112291, 0.121689, 0.119004, 0.122865, 0.11822, 0.112664, 0.134539, 0.108344, 0.112972, 0.120667, 0.123715, 0.112238, 0.115881, 0.120066, 0.13516, 0.125236, 0.116819, 0.108425, 0.127801, 0.111701, 0.118717, 0.12633, 
sq; 0.464159; 0.127801, 0.113014, 0.111701, 0.11822, 0.121689, 0.116819, 0.112291, 0.10958, 0.122432, 0.126105, 0.121655, 0.120541, 0.119632, 0.121944, 0.115477, 0.130041, 0.116436, 0.119331, 0.11768, 0.121049, 0.110231, 0.110288, 0.128539, 0.105563, 0.116468, 0.11194, 0.120254, 0.123207, 0.120983, 0.10764, 0.117623, 0.117745, 0.121477, 0.11154, 0.126157, 0.107706, 0.120457, 0.120794, 0.138237, 0.122353, 0.116586, 0.122146, 0.114575, 0.124882, 0.120667, 0.122036, 0.117093, 0.119004, 0.120774, 0.113278, 0.126834, 0.112972, 0.106659, 0.102082, 0.13516, 0.125328, 0.118376, 0.122865, 0.12225, 0.117425, 0.111879, 0.108425, 0.108365, 0.120066, 0.134568, 0.120838, 0.127332, 0.121512, 0.126673, 0.116606, 0.118606, 0.129363, 0.113837, 0.122335, 0.118132, 0.112238, 0.11425, 0.126452, 0.119373, 0.125236, 0.11377, 0.108344, 0.123412, 0.123715, 0.118564, 0.110201, 0.118123, 0.122901, 0.118717, 0.134539, 0.115881, 0.118455, 0.126655, 0.126946, 0.125645, 0.112664, 0.122645, 0.122065, 0.122791, 0.12633, 
sqrt; 0.464159; 0.106659, 0.122146, 0.123715, 0.122432, 0.121049, 0.125236, 0.10958, 0.122353, 0.115477, 0.124882, 0.113278, 0.116586, 0.117745, 0.112291, 0.128539, 0.118564, 0.12225, 0.126834, 0.118123, 0.126946, 0.102082, 0.11154, 0.126452, 0.120254, 0.108344, 0.120794, 0.11425, 0.107706, 0.113837, 0.108425, 0.120983, 0.116606, 0.122335, 0.121477, 0.112972, 0.118606, 0.111701, 0.117623, 0.119004, 0.126157, 0.122036, 0.118455, 0.110201, 0.127332, 0.114575, 0.108365, 0.115881, 0.123207, 0.11768, 0.113014, 0.116819, 0.122901, 0.11822, 0.117093, 0.134568, 0.116468, 0.120774, 0.129363, 0.122791, 0.119373, 0.112664, 0.121512, 0.120838, 0.112238, 0.120541, 0.126655, 0.10764, 0.116436, 0.111879, 0.130041, 0.119632, 0.122065, 0.11377, 0.127801, 0.118376, 0.138237, 0.121944, 0.122865, 0.126105, 0.122645, 0.12633, 0.120457, 0.110288, 0.13516, 0.125645, 0.134539, 0.119331, 0.105563, 0.125328, 0.126673, 0.121689, 0.120667, 0.117425, 0.123412, 0.118717, 0.120066, 0.110231, 0.121655, 0.11194, 0.118132, 
Normal; 1; 0.142675, 0.126726, 0.134827, 0.126331, 0.130939, 0.134861, 0.12813, 0.129918, 0.133585, 0.119725, 0.126545, 0.119172, 0.139025, 0.122646, 0.131557, 0.134957, 0.119716, 0.132836, 0.126111, 0.13356, 0.121617, 0.124261, 0.133906, 0.127289, 0.126159, 0.126815, 0.122693, 0.130569, 0.120595, 0.12722, 0.129162, 0.133782, 0.116942, 0.13083, 0.143833, 0.116636, 0.129615, 0.139155, 0.123532, 0.118147, 0.128248, 0.116838, 0.121363, 0.127177, 0.133331, 0.129309, 0.122499, 0.152321, 0.129992, 0.117096, 0.117304, 0.126838, 0.118689, 0.130838, 0.121598, 0.143576, 0.130818, 0.130022, 0.118883, 0.129082, 0.126652, 0.127763, 0.122658, 0.127427, 0.126028, 0.125768, 0.121217, 0.123364, 0.127907, 0.13037, 0.131532, 0.123507, 0.121355, 0.122413, 0.124151, 0.115828, 0.121325, 0.120545, 0.122395, 0.118815, 0.125724, 0.117458, 0.131408, 0.121523, 0.129624, 0.130529, 0.123372, 0.140498, 0.120606, 0.118718, 0.117415, 0.128434, 0.129782, 0.12798, 0.120832, 0.128779, 0.12791, 0.121473, 0.126655, 0.118205, 
sq; 1; 0.129162, 0.130569, 0.129992, 0.117304, 0.121617, 0.116838, 0.122413, 0.134827, 0.119172, 0.130838, 0.122646, 0.130939, 0.121473, 0.120595, 0.121523, 0.133906, 0.139025, 0.12813, 0.127289, 0.131557, 0.131408, 0.12798, 0.130529, 0.126028, 0.127763, 0.129309, 0.123372, 0.142675, 0.119716, 0.121363, 0.126159, 0.122658, 0.13356, 0.118883, 0.118718, 0.13083, 0.117096, 0.133782, 0.126815, 0.133585, 0.125724, 0.116942, 0.126111, 0.128434, 0.122499, 0.129615, 0.117458, 0.134957, 0.140498, 0.139155, 0.129918, 0.123532, 0.119725, 0.123507, 0.131532, 0.128248, 0.132836, 0.121598, 0.121325, 0.129782, 0.124261, 0.134861, 0.126838, 0.121355, 0.116636, 0.124151, 0.118815, 0.12722, 0.152321, 0.118147, 0.120832, 0.129082, 0.143576, 0.126545, 0.123364, 0.129624, 0.121217, 0.127177, 0.122693, 0.127427, 0.126652, 0.130818, 0.115828, 0.125768, 0.128779, 0.117415, 0.122395, 0.126331, 0.120606, 0.13037, 0.126655, 0.12791, 0.126726, 0.118689, 0.118205, 0.133331, 0.120545, 0.127907, 0.130022, 0.143833, 
sqrt; 1; 0.126159, 0.116838, 0.130838, 0.143576, 0.123532, 0.131557, 0.12722, 0.118718, 0.129992, 0.126028, 0.121217, 0.129624, 0.119716, 0.126838, 0.143833, 0.134957, 0.123507, 0.117304, 0.121325, 0.125768, 0.140498, 0.118689, 0.13037, 0.133585, 0.120545, 0.119172, 0.120595, 0.139155, 0.120832, 0.126726, 0.129918, 0.126111, 0.124151, 0.128248, 0.118815, 0.117096, 0.13356, 0.131532, 0.121355, 0.115828, 0.122658, 0.12813, 0.121523, 0.123372, 0.133906, 0.122395, 0.125724, 0.122499, 0.127907, 0.132836, 0.130939, 0.128434, 0.139025, 0.122646, 0.127763, 0.127427, 0.13083, 0.152321, 0.116942, 0.121473, 0.121598, 0.142675, 0.127289, 0.121617, 0.130022, 0.131408, 0.133331, 0.130818, 0.122413, 0.130569, 0.118883, 0.134861, 0.129782, 0.122693, 0.12791, 0.117415, 0.129309, 0.130529, 0.124261, 0.127177, 0.126331, 0.117458, 0.133782, 0.128779, 0.12798, 0.134827, 0.118147, 0.129162, 0.121363, 0.126652, 0.116636, 0.129082, 0.119725, 0.129615, 0.120606, 0.126815, 0.126655, 0.123364, 0.118205, 0.126545, 
Normal; 2.15443; 0.125985, 0.121477, 0.135085, 0.129026, 0.11823, 0.126794, 0.122473, 0.130511, 0.117488, 0.125345, 0.128632, 0.122065, 0.128822, 0.121826, 0.126071, 0.123128, 0.126932, 0.119079, 0.120984, 0.12729, 0.116829, 0.114694, 0.13232, 0.128638, 0.117577, 0.124543, 0.139265, 0.139747, 0.129539, 0.119074, 0.121844, 0.130578, 0.126279, 0.12515, 0.122673, 0.131913, 0.124901, 0.114907, 0.125975, 0.131141, 0.119514, 0.127346, 0.125713, 0.12683, 0.121566, 0.130691, 0.136205, 0.119011, 0.119032, 0.123302, 0.124568, 0.143999, 0.12065, 0.123583, 0.118379, 0.126647, 0.132272, 0.121043, 0.117051, 0.122676, 0.134677, 0.127104, 0.128132, 0.12078, 0.130369, 0.127609, 0.123239, 0.122899, 0.116761, 0.140929, 0.131501, 0.116842, 0.130429, 0.122944, 0.131378, 0.129222, 0.135513, 0.125705, 0.121807, 0.124066, 0.122087, 0.139508, 0.119794, 0.126618, 0.150263, 0.130898, 0.110587, 0.130836, 0.122028, 0.131634, 0.12986, 0.138297, 0.142885, 0.121848, 0.130416, 0.129875, 0.121974, 0.130479, 0.122542, 0.117433, 
sq; 2.15443; 0.119032, 0.120984, 0.138297, 0.123583, 0.129026, 0.139508, 0.128132, 0.130429, 0.130691, 0.127346, 0.123302, 0.126647, 0.125975, 0.121477, 0.12729, 0.130479, 0.124901, 0.124568, 0.117433, 0.132272, 0.130898, 0.121826, 0.116829, 0.131501, 0.128632, 0.116842, 0.135513, 0.121043, 0.12683, 0.130416, 0.12515, 0.122473, 0.131141, 0.131378, 0.127609, 0.122065, 0.130511, 0.119514, 0.121844, 0.122673, 0.126932, 0.118379, 0.114694, 0.139265, 0.121848, 0.150263, 0.124543, 0.135085, 0.117577, 0.122676, 0.131634, 0.122028, 0.140929, 0.121974, 0.116761, 0.12078, 0.12986, 0.125345, 0.143999, 0.117051, 0.119079, 0.123239, 0.110587, 0.136205, 0.123128, 0.124066, 0.129539, 0.128638, 0.130836, 0.119074, 0.129875, 0.122899, 0.13232, 0.130578, 0.129222, 0.126618, 0.139747, 0.128822, 0.122542, 0.125705, 0.121807, 0.122944, 0.114907, 0.126279, 0.119794, 0.142885, 0.131913, 0.11823, 0.121566, 0.122087, 0.117488, 0.127104, 0.126794, 0.12065, 0.134677, 0.125985, 0.130369, 0.119011, 0.126071, 0.125713, 
sqrt; 2.15443; 0.130511, 0.119794, 0.13232, 0.126932, 0.121566, 0.114907, 0.139508, 0.119074, 0.129539, 0.142885, 0.118379, 0.116761, 0.121043, 0.127346, 0.125345, 0.139747, 0.128132, 0.123302, 0.135085, 0.126647, 0.119514, 0.134677, 0.114694, 0.128638, 0.121477, 0.131501, 0.130836, 0.131634, 0.119032, 0.12065, 0.130578, 0.117488, 0.126794, 0.123583, 0.12515, 0.122473, 0.129222, 0.121844, 0.125975, 0.127609, 0.119079, 0.117433, 0.122065, 0.130369, 0.123128, 0.116829, 0.122673, 0.120984, 0.128632, 0.131378, 0.116842, 0.130898, 0.131141, 0.124066, 0.124568, 0.122676, 0.126618, 0.122944, 0.117051, 0.123239, 0.126279, 0.135513, 0.140929, 0.130691, 0.12078, 0.124901, 0.12729, 0.125985, 0.129875, 0.131913, 0.150263, 0.128822, 0.143999, 0.122028, 0.121848, 0.127104, 0.130479, 0.121826, 0.130416, 0.12683, 0.129026, 0.122087, 0.124543, 0.136205, 0.110587, 0.138297, 0.122899, 0.121974, 0.122542, 0.121807, 0.12986, 0.132272, 0.117577, 0.130429, 0.125713, 0.126071, 0.125705, 0.139265, 0.119011, 0.11823, 
Normal; 4.64159; 0.128373, 0.124578, 0.121396, 0.139436, 0.123532, 0.125992, 0.134993, 0.123014, 0.120459, 0.111958, 0.118925, 0.125054, 0.117189, 0.124599, 0.116252, 0.121622, 0.124667, 0.124917, 0.12298, 0.130101, 0.121557, 0.132231, 0.126962, 0.117718, 0.129459, 0.122756, 0.125248, 0.122503, 0.121853, 0.140079, 0.126502, 0.122613, 0.127814, 0.136284, 0.126022, 0.125535, 0.127439, 0.119512, 0.139354, 0.136557, 0.1218, 0.126366, 0.12173, 0.1222, 0.123139, 0.11935, 0.129842, 0.13563, 0.130302, 0.126224, 0.127471, 0.127867, 0.126103, 0.12108, 0.132019, 0.125831, 0.135161, 0.120667, 0.120574, 0.116579, 0.131168, 0.138512, 0.130401, 0.118542, 0.117768, 0.12034, 0.117546, 0.126478, 0.12134, 0.12098, 0.130481, 0.112325, 0.120386, 0.123018, 0.137912, 0.126806, 0.126107, 0.138829, 0.132418, 0.13213, 0.127738, 0.122563, 0.121287, 0.129607, 0.135632, 0.12128, 0.115772, 0.133753, 0.121791, 0.116535, 0.130578, 0.12643, 0.135247, 0.132806, 0.139535, 0.111908, 0.11605, 0.120636, 0.130659, 0.121787, 
sq; 4.64159; 0.118542, 0.121557, 0.120574, 0.12034, 0.119512, 0.138512, 0.117189, 0.136284, 0.12108, 0.121853, 0.122563, 0.121787, 0.130578, 0.123532, 0.129607, 0.12128, 0.120386, 0.125831, 0.117546, 0.125054, 0.122756, 0.130481, 0.130302, 0.125535, 0.12643, 0.120636, 0.126502, 0.126962, 0.127814, 0.112325, 0.124599, 0.131168, 0.135247, 0.123018, 0.124667, 0.126224, 0.128373, 0.122613, 0.11935, 0.11605, 0.116252, 0.132806, 0.125992, 0.12134, 0.121622, 0.115772, 0.129459, 0.1222, 0.116535, 0.139535, 0.140079, 0.126022, 0.13563, 0.120667, 0.125248, 0.12098, 0.121287, 0.116579, 0.129842, 0.136557, 0.123139, 0.123014, 0.130101, 0.120459, 0.126806, 0.126103, 0.130401, 0.117718, 0.121791, 0.132418, 0.127867, 0.126107, 0.135632, 0.126366, 0.121396, 0.138829, 0.135161, 0.1218, 0.126478, 0.139354, 0.134993, 0.139436, 0.117768, 0.111958, 0.124578, 0.132231, 0.130659, 0.127439, 0.12173, 0.124917, 0.118925, 0.12298, 0.13213, 0.133753, 0.127738, 0.132019, 0.111908, 0.127471, 0.137912, 0.122503, 
sqrt; 4.64159; 0.121287, 0.126478, 0.129842, 0.118925, 0.123014, 0.125831, 0.120667, 0.130101, 0.1222, 0.134993, 0.140079, 0.122503, 0.116535, 0.133753, 0.121787, 0.124599, 0.116252, 0.137912, 0.12298, 0.125248, 0.119512, 0.130302, 0.12098, 0.126962, 0.127814, 0.126022, 0.124917, 0.135161, 0.12643, 0.120459, 0.116579, 0.125535, 0.126366, 0.121622, 0.129607, 0.117189, 0.127471, 0.125054, 0.130401, 0.136557, 0.121791, 0.122756, 0.130578, 0.123139, 0.112325, 0.125992, 0.127738, 0.12134, 0.126103, 0.12173, 0.121853, 0.130481, 0.132418, 0.11605, 0.120574, 0.132019, 0.126806, 0.11935, 0.117768, 0.129459, 0.115772, 0.127867, 0.126502, 0.123018, 0.139436, 0.138512, 0.111958, 0.139535, 0.117546, 0.126224, 0.139354, 0.123532, 0.12128, 0.136284, 0.135632, 0.12108, 0.124667, 0.12034, 0.135247, 0.117718, 0.121557, 0.13213, 0.1218, 0.121396, 0.132231, 0.131168, 0.13563, 0.126107, 0.124578, 0.122563, 0.138829, 0.128373, 0.122613, 0.127439, 0.120386, 0.118542, 0.132806, 0.111908, 0.130659, 0.120636, 
Normal; 10; 0.126231, 0.13966, 0.117453, 0.125573, 0.121724, 0.125105, 0.12508, 0.134231, 0.13077, 0.121171, 0.117609, 0.123573, 0.115699, 0.127527, 0.121516, 0.130739, 0.118762, 0.115459, 0.133865, 0.126783, 0.125826, 0.127716, 0.116029, 0.124021, 0.123968, 0.135591, 0.127031, 0.121113, 0.143491, 0.130507, 0.143854, 0.128643, 0.139342, 0.112569, 0.123027, 0.126205, 0.125482, 0.118666, 0.121939, 0.12725, 0.129069, 0.149538, 0.130212, 0.123161, 0.131262, 0.117353, 0.127336, 0.122586, 0.131367, 0.130441, 0.118777, 0.139653, 0.125789, 0.121062, 0.120616, 0.123034, 0.126858, 0.125104, 0.136635, 0.119837, 0.13924, 0.119348, 0.127693, 0.126505, 0.127369, 0.122684, 0.133532, 0.130449, 0.125398, 0.131731, 0.115983, 0.125491, 0.145148, 0.12279, 0.135158, 0.142128, 0.119278, 0.129762, 0.143636, 0.122219, 0.12278, 0.130595, 0.119299, 0.123866, 0.118035, 0.125887, 0.121583, 0.117306, 0.126791, 0.130455, 0.114149, 0.130213, 0.134609, 0.128967, 0.131648, 0.122736, 0.121563, 0.134139, 0.128495, 0.122071, 
sq; 10; 0.125826, 0.125789, 0.121583, 0.121939, 0.143636, 0.125398, 0.130213, 0.127716, 0.126858, 0.131731, 0.125887, 0.130739, 0.123968, 0.123573, 0.119348, 0.143854, 0.117306, 0.13077, 0.126505, 0.128643, 0.136635, 0.131367, 0.134231, 0.127031, 0.118666, 0.126231, 0.125105, 0.126783, 0.130595, 0.124021, 0.125482, 0.149538, 0.121563, 0.125104, 0.130455, 0.133532, 0.115699, 0.125491, 0.120616, 0.118777, 0.128495, 0.12278, 0.12725, 0.125573, 0.130449, 0.129069, 0.127527, 0.127693, 0.127336, 0.114149, 0.119278, 0.13924, 0.123034, 0.139342, 0.143491, 0.122586, 0.128967, 0.134609, 0.130507, 0.131262, 0.115983, 0.133865, 0.112569, 0.135158, 0.118035, 0.118762, 0.121113, 0.122219, 0.117353, 0.142128, 0.130212, 0.115459, 0.127369, 0.130441, 0.117453, 0.134139, 0.122071, 0.121516, 0.135591, 0.117609, 0.13966, 0.126791, 0.119299, 0.123866, 0.123161, 0.121724, 0.121171, 0.12279, 0.116029, 0.129762, 0.139653, 0.119837, 0.121062, 0.131648, 0.126205, 0.123027, 0.12508, 0.145148, 0.122736, 0.122684, 
sqrt; 10; 0.125398, 0.133865, 0.125887, 0.122219, 0.125105, 0.122071, 0.133532, 0.130213, 0.125826, 0.127336, 0.136635, 0.121113, 0.130212, 0.13924, 0.12725, 0.125104, 0.126783, 0.12279, 0.13966, 0.126791, 0.126858, 0.123968, 0.130441, 0.131648, 0.127031, 0.125573, 0.115459, 0.118777, 0.139342, 0.128643, 0.127716, 0.143854, 0.131367, 0.134231, 0.130739, 0.126505, 0.130449, 0.135591, 0.123573, 0.121939, 0.125482, 0.143491, 0.134609, 0.127527, 0.117353, 0.123034, 0.121516, 0.122586, 0.131731, 0.117306, 0.118762, 0.121171, 0.149538, 0.121062, 0.123866, 0.143636, 0.127693, 0.116029, 0.145148, 0.115699, 0.126205, 0.128967, 0.122684, 0.123027, 0.13077, 0.12278, 0.121724, 0.124021, 0.130507, 0.139653, 0.123161, 0.128495, 0.125491, 0.130595, 0.119299, 0.135158, 0.115983, 0.117609, 0.126231, 0.129069, 0.117453, 0.134139, 0.142128, 0.122736, 0.121563, 0.131262, 0.130455, 0.118035, 0.114149, 0.120616, 0.112569, 0.119837, 0.119278, 0.125789, 0.127369, 0.12508, 0.119348, 0.129762, 0.118666, 0.121583, 
